school_name,student_id,grade,term_code,bellPeriod1_absences,bellPeriod2_absences,bellPeriod3_absences,bellPeriod4_absences,bellPeriod5_absences,bellPeriod6_absences,total_absences,bellPeriod1_markbook_mark,bellPeriod2_markbook_mark,bellPeriod3_markbook_mark,bellPeriod4_markbook_mark,bellPeriod5_markbook_mark,bellPeriod6_markbook_mark
South High School,5O8MF99FE,11,Semester 1 Final,23,23,16,15,20,26,123,A,A,A,A,A,A
South High School,QG5U00TI0,11,Semester 1 Final,6,7,8,5,7,10,43,A,A,,A,A,A
South High School,81W6XWCI3,11,Semester 1 Final,12,25,16,25,20,54,152,A,A,B,A,A,C
South High School,8U46QE2RP,11,Semester 1 Final,7,13,6,5,4,5,40,A,B,A,A,A,A
South High School,K1AU0L5B5,11,Semester 1 Final,18,13,20,11,11,13,86,B,B,B,A,A,A
South High School,4L633LHML,11,Semester 1 Final,10,15,10,8,14,28,85,B,A,A,A,C,A
South High School,A3TJ6LE34,11,Semester 1 Final,10,9,9,5,9,25,67,A,B,A,B,A,A
South High School,22GRPD6H8,11,Semester 1 Final,12,11,13,11,11,13,71,A,A,A,A,B,A
South High School,M8OE4E28C,11,Semester 1 Final,55,44,30,35,34,52,250,B,A,A,A,A,B
South High School,IM1002KLL,11,Semester 1 Final,8,7,7,6,5,6,39,A,A,A,A,A,A
South High School,9S3N6X0DV,11,Semester 1 Final,3,3,1,4,1,2,14,B,B,A,A,A,B
South High School,K2F9IY43U,11,Semester 1 Final,3,9,9,10,3,6,40,A,C,C,C,D,B
South High School,A0M0A8Y8G,11,Semester 1 Final,11,4,8,5,3,5,36,F,D,F,B,A,D
South High School,B7WQ7W9J7,11,Semester 1 Final,9,8,6,7,7,8,45,B,C,C,C,B,A
South High School,O7MD86NM6,11,Semester 1 Final,9,21,9,10,15,15,79,B,D,D,D,C,C
South High School,HH42P5L2O,11,Semester 1 Final,14,14,12,13,13,15,81,A,B,D,C,D,D
South High School,7OPBW1T92,11,Semester 1 Final,7,8,10,9,8,9,51,A,,,,,
South High School,7OPBW1T92,11,Semester 1 Final,7,8,10,9,8,9,51,A,,A,A,A,A
South High School,W6K4D96IX,11,Semester 1 Final,32,30,30,28,29,31,180,A,B,A,A,A,A
South High School,8QN6DU5S1,11,Semester 1 Final,5,6,9,13,11,10,54,F,F,F,F,F,F
South High School,4VIO1DU46,11,Semester 1 Final,8,9,7,7,21,11,63,B,C,C,B,F,B
South High School,Q68XO8TB4,11,Semester 1 Final,5,3,3,4,5,5,25,A,A,A,A,B,A
South High School,494FNQ6OB,11,Semester 1 Final,23,13,4,8,5,19,72,A,C,D,C,C,C
South High School,3D6BLJO01,11,Semester 1 Final,23,35,8,44,56,56,222,D,F,C,F,F,F
South High School,2CA25X9NP,11,Semester 1 Final,16,19,15,18,19,19,106,C,C,B,B,D,F
South High School,A5Z12C3PF,11,Semester 1 Final,9,15,4,1,6,4,39,F,F,D,A,D,D
South High School,M2NA3ER79,11,Semester 1 Final,34,11,14,9,11,16,95,A,A,A,B,A,A
South High School,JX3794EXO,11,Semester 1 Final,14,5,7,7,7,9,49,A,D,F,B,D,B
South High School,4DSU634NU,11,Semester 1 Final,9,2,5,10,9,3,38,C,C,D,F,F,A
South High School,5CDEU6E03,11,Semester 1 Final,31,15,18,22,19,20,125,A,B,A,A,A,A
South High School,3OUY9G83I,11,Semester 1 Final,11,13,10,11,12,15,72,A,C,B,B,A,B
South High School,9KA549NTO,11,Semester 1 Final,67,33,35,28,42,34,239,C,D,F,F,D,F
South High School,2F23KPAV9,11,Semester 1 Final,6,5,5,4,2,5,27,B,B,A,A,A,A
South High School,3P17SMT2Z,11,Semester 1 Final,6,6,9,7,7,9,44,,,A,B,C,A
South High School,7H3W86OTG,11,Semester 1 Final,75,65,66,46,60,56,368,F,F,F,F,F,D
South High School,7RHP4H40M,11,Semester 1 Final,21,15,17,33,12,24,122,D,C,C,D,C,F
South High School,OHI7B455Q,11,Semester 1 Final,15,19,36,19,29,14,132,A,B,C,D,C,C
South High School,G1QW3T7Z6,11,Semester 1 Final,3,4,4,12,7,9,39,B,B,A,B,A,C
South High School,9LA243OWX,11,Semester 1 Final,11,11,11,26,25,24,108,D,A,,D,B,F
South High School,44J4GH9NY,11,Semester 1 Final,15,13,13,12,12,12,77,C,A,A,A,B,B
South High School,34I61ZRKD,11,Semester 1 Final,18,33,29,36,28,32,176,C,C,C,F,A,C
South High School,Q92K18ZID,11,Semester 1 Final,66,58,61,60,58,59,362,F,F,F,F,F,F
South High School,46IJ7NGW2,11,Semester 1 Final,17,9,8,6,6,6,52,C,B,C,C,C,B
South High School,W186GA5BK,11,Semester 1 Final,6,6,6,7,7,9,41,B,C,B,B,B,A
South High School,6TB9XJ77V,11,Semester 1 Final,7,17,9,10,24,11,78,C,C,D,A,A,B
South High School,F68P6FC3R,11,Semester 1 Final,20,23,18,29,22,30,142,C,A,A,C,B,D
South High School,60WM70IZO,11,Semester 1 Final,8,3,4,4,3,6,28,C,A,C,D,C,D
South High School,J24TX9D2N,11,Semester 1 Final,41,28,32,15,36,35,187,D,D,D,,D,C
South High School,3VI93UZD4,11,Semester 1 Final,52,31,37,31,38,41,230,F,D,C,F,F,F
South High School,VRHQ52E95,11,Semester 1 Final,11,12,12,13,12,17,77,A,A,A,A,A,A
South High School,IH7TB87S6,11,Semester 1 Final,5,5,5,28,5,20,68,A,F,C,D,D,F
South High School,Y1WM1AC00,11,Semester 1 Final,13,21,5,7,5,15,66,C,D,C,D,A,C
South High School,6ZBZ6HP03,11,Semester 1 Final,9,4,1,4,1,3,22,B,A,A,A,A,A
South High School,I4RJ43G3U,11,Semester 1 Final,5,5,4,4,7,8,33,B,F,B,A,F,D
South High School,020U2GKVV,11,Semester 1 Final,19,5,5,12,13,12,66,B,B,D,B,D,F
South High School,YW344HR7O,11,Semester 1 Final,26,17,18,27,33,54,175,F,C,F,F,F,D
South High School,527HM1VRB,11,Semester 1 Final,22,25,24,30,26,25,152,F,B,D,D,D,A
South High School,ROP1CC370,11,Semester 1 Final,10,11,11,6,6,9,53,B,A,B,B,B,D
South High School,UX1GWP453,11,Semester 1 Final,11,9,9,6,9,10,54,D,F,B,,A,C
South High School,XDQ475X0A,11,Semester 1 Final,26,27,39,23,24,25,164,C,F,C,A,A,D
South High School,5K6FF33AQ,11,Semester 1 Final,17,13,10,14,9,13,76,A,A,A,A,A,A
South High School,T887Y0WOY,11,Semester 1 Final,30,10,12,8,11,14,85,D,D,F,C,D,D
South High School,89JTL5K0V,11,Semester 1 Final,55,32,49,31,47,35,249,D,A,D,F,F,D
South High School,O351KQB2A,11,Semester 1 Final,33,29,24,27,28,28,169,C,D,B,A,C,B
South High School,Q41U1A6OX,11,Semester 1 Final,39,21,16,20,35,0,131,D,C,C,B,F,
South High School,K714M8WUY,11,Semester 1 Final,20,11,19,11,14,15,90,B,A,A,B,B,A
South High School,G5VN68MC4,11,Semester 1 Final,61,59,55,52,41,45,313,F,D,D,F,A,D
South High School,0H0Y6PNR2,11,Semester 1 Final,33,15,30,15,34,22,149,B,A,A,A,C,A
South High School,89T5BIZ4B,11,Semester 1 Final,24,7,7,4,4,8,54,A,A,B,A,B,B
South High School,8OJ8L7W5P,11,Semester 1 Final,16,8,9,9,10,12,64,C,D,D,D,A,D
South High School,763IGRT7I,11,Semester 1 Final,5,4,2,3,6,3,23,A,C,D,B,F,C
South High School,SB1C203GV,11,Semester 1 Final,4,6,5,5,4,6,30,A,A,A,A,A,A
South High School,DO3Z3ID29,11,Semester 1 Final,19,10,7,20,11,12,79,A,A,,D,D,D
South High School,F80FQA9X2,11,Semester 1 Final,69,43,37,34,42,0,225,D,A,C,B,C,
South High School,TV4A528TB,11,Semester 1 Final,30,20,21,22,11,35,139,B,D,C,D,C,F
South High School,F68S0B1SW,11,Semester 1 Final,18,20,16,19,21,20,114,D,B,C,F,F,C
South High School,G1J1UJ31C,11,Semester 1 Final,7,10,8,9,10,11,55,B,A,B,,C,A
South High School,9GTQ89UL7,11,Semester 1 Final,30,20,18,15,12,21,116,B,F,C,C,D,C
South High School,X3NB3O92G,11,Semester 1 Final,14,7,11,7,10,12,61,C,A,C,C,C,C
South High School,3P5T8K2OW,11,Semester 1 Final,10,12,12,11,11,12,68,B,B,D,C,D,D
South High School,TJ11U89SO,11,Semester 1 Final,6,6,6,5,6,6,35,A,A,A,B,A,A
South High School,32QSP38VO,11,Semester 1 Final,43,9,11,28,9,13,113,C,C,B,F,F,C
South High School,0RK21AS8C,11,Semester 1 Final,64,33,53,33,49,40,272,F,B,F,D,F,F
South High School,JZB165V4U,11,Semester 1 Final,78,42,44,28,49,44,285,F,D,A,C,C,C
South High School,3S44Y8VJS,11,Semester 1 Final,48,38,26,26,28,29,195,F,D,C,D,D,D
South High School,8SI19PF7C,11,Semester 1 Final,16,25,15,7,21,21,105,B,C,C,B,C,D
South High School,NB5ENN546,11,Semester 1 Final,48,34,27,24,27,44,204,C,C,B,A,A,C
South High School,LYM1Y461B,11,Semester 1 Final,47,25,12,6,11,9,110,A,D,C,,B,D
South High School,UIWQ7548S,11,Semester 1 Final,3,3,3,3,1,5,18,A,C,B,D,A,B
South High School,B56NHI1R9,11,Semester 1 Final,4,4,11,6,2,3,30,C,C,A,A,A,A
South High School,7WJJ74A2Q,11,Semester 1 Final,13,9,8,8,10,14,62,B,A,A,A,B,A
South High School,X1O2QIP91,11,Semester 1 Final,25,14,12,2,8,9,70,A,B,C,A,B,D
South High School,L9OOXG820,11,Semester 1 Final,7,7,5,7,7,10,43,A,B,B,A,A,B
South High School,9Y1U94XYN,11,Semester 1 Final,39,11,10,17,13,14,104,D,B,D,D,C,D
South High School,WJZ96F95E,11,Semester 1 Final,11,12,16,19,18,19,95,A,A,,A,A,A
South High School,OY268LE3V,11,Semester 1 Final,9,6,17,11,6,7,56,C,A,C,D,A,B
South High School,WC391S8UE,11,Semester 1 Final,11,11,10,8,5,5,50,A,B,A,A,A,B
South High School,1VOYY593K,11,Semester 1 Final,17,18,17,23,18,18,111,B,C,B,C,A,C
South High School,ZY80R7X2B,11,Semester 1 Final,12,5,7,5,7,10,46,A,F,B,D,C,D
South High School,UMMTR6924,11,Semester 1 Final,3,2,1,1,2,0,9,C,D,D,C,C,A
South High School,WC32PK07V,11,Semester 1 Final,4,4,3,3,5,6,25,A,A,A,A,A,B
South High School,G0NX81ZC3,11,Semester 1 Final,57,26,18,20,20,21,162,A,D,C,C,B,D
South High School,9KE4Q7U8Q,11,Semester 1 Final,38,21,20,12,16,0,107,C,B,B,B,B,
South High School,MFA0582WV,11,Semester 1 Final,13,8,9,11,12,14,67,B,B,A,A,B,C
South High School,8T0VM9IL7,11,Semester 1 Final,11,6,12,4,9,9,51,F,B,D,C,F,F
South High School,N9O9JMH57,11,Semester 1 Final,3,3,2,6,5,5,24,C,B,C,B,C,B
South High School,MV20N6Q8T,11,Semester 1 Final,27,7,7,6,8,8,63,C,C,A,,C,A
South High School,LF243EYD1,11,Semester 1 Final,15,11,12,7,7,5,57,C,A,A,A,A,A
South High School,4D88SZOX8,11,Semester 1 Final,74,58,45,35,32,51,295,D,F,F,F,C,F
South High School,45L7X0ZHN,11,Semester 1 Final,1,4,3,6,3,5,22,C,D,C,D,C,D
South High School,R45UI24IO,11,Semester 1 Final,39,17,17,26,9,33,141,A,C,A,B,A,B
South High School,L4HDB37K6,11,Semester 1 Final,43,21,17,13,16,22,132,D,F,C,D,D,D
South High School,GJG7N9C54,11,Semester 1 Final,6,5,5,4,6,6,32,D,A,A,F,B,D
South High School,4P5P0O1MW,11,Semester 1 Final,7,7,8,8,9,10,49,B,A,D,C,C,C
South High School,N8AA3T0E0,11,Semester 1 Final,11,12,9,14,7,21,74,D,F,C,B,C,D
South High School,14X5NPUK6,11,Semester 1 Final,0,0,0,0,1,0,1,C,A,B,D,C,
South High School,520UORE2N,11,Semester 1 Final,38,12,5,12,25,10,102,C,B,C,D,C,A
South High School,IKYT446Y1,11,Semester 1 Final,35,26,12,18,19,15,125,B,F,C,C,F,F
South High School,5Y6K1MI0H,11,Semester 1 Final,22,11,19,3,34,14,103,B,D,C,,F,B
South High School,I5BT974OG,11,Semester 1 Final,26,11,6,16,16,17,92,B,A,B,C,C,B
South High School,WT4WAG079,11,Semester 1 Final,11,8,9,8,8,12,56,C,C,A,D,D,F
South High School,4WQNN9S75,11,Semester 1 Final,1,1,1,1,1,2,7,B,C,A,C,C,B
South High School,07XIB1LY9,11,Semester 1 Final,32,26,24,24,26,25,157,A,,B,A,C,F
South High School,VQ668Q0DV,11,Semester 1 Final,11,9,8,4,16,8,56,A,B,B,A,A,B
South High School,93TLV9WU9,11,Semester 1 Final,20,15,10,14,8,4,71,B,A,A,B,B,A
South High School,13VH8S2PH,11,Semester 1 Final,29,41,42,41,37,44,234,C,F,C,D,F,C
South High School,BQ8227CGD,11,Semester 1 Final,25,20,11,9,13,16,94,,,A,C,C,C
South High School,3X62G2UTT,11,Semester 1 Final,41,15,11,13,8,17,105,A,B,C,A,A,A
South High School,Z10W1LS1E,11,Semester 1 Final,11,7,11,6,2,9,46,C,B,A,B,B,B
South High School,0FUIQ50G9,11,Semester 1 Final,29,20,19,20,7,19,114,D,C,B,C,A,D
South High School,EE19EL71P,11,Semester 1 Final,64,29,17,15,25,29,179,F,D,F,F,C,C
South High School,56CJR46WK,11,Semester 1 Final,27,14,6,17,9,24,97,B,C,A,B,A,C
South High School,43RA25UUH,11,Semester 1 Final,8,9,9,10,6,10,52,A,A,A,B,A,A
South High School,8UC25MKD8,11,Semester 1 Final,24,22,22,17,19,16,120,A,A,A,A,A,A
South High School,X3DC51RO0,11,Semester 1 Final,15,16,12,17,2,18,80,C,F,F,D,B,D
South High School,3WXTX594R,11,Semester 1 Final,31,13,5,18,6,10,83,D,F,C,F,A,D
South High School,HB1S0V14K,11,Semester 1 Final,43,23,14,50,12,19,161,D,C,B,F,F,F
South High School,JJF2155FG,11,Semester 1 Final,0,3,5,3,5,3,19,,A,A,A,A,B
South High School,J403SJG2D,11,Semester 1 Final,19,12,11,10,8,12,72,A,A,F,D,A,F
South High School,ZU2EWX940,11,Semester 1 Final,3,4,4,4,4,3,22,A,B,B,B,A,B
South High School,94YXR1GA1,11,Semester 1 Final,3,3,5,6,3,6,26,A,C,C,A,C,D
South High School,RD5S6G6L9,11,Semester 1 Final,11,17,16,17,18,20,99,A,B,B,A,D,C
South High School,8N1LGW77K,11,Semester 1 Final,62,28,26,24,14,26,180,C,C,F,A,C,D
South High School,9F3C7UXG0,11,Semester 1 Final,63,30,27,24,25,26,195,D,A,D,A,F,B
South High School,FGZ5L2G28,11,Semester 1 Final,21,42,22,31,31,28,175,B,F,D,C,D,B
South High School,JL57XRS70,11,Semester 1 Final,15,14,10,22,15,12,88,A,B,B,C,C,C
South High School,R83OB4GX5,11,Semester 1 Final,5,2,2,2,2,1,14,A,A,C,A,F,B
South High School,UL97D17OK,11,Semester 1 Final,20,20,13,21,26,39,139,A,A,A,A,B,B
South High School,GC7C17WW3,11,Semester 1 Final,18,20,19,19,20,21,117,C,C,C,B,D,D
South High School,076YMDUQ2,11,Semester 1 Final,21,8,8,10,15,15,77,A,A,A,B,B,A
South High School,M8U2U8KM6,11,Semester 1 Final,5,1,2,3,1,0,12,B,B,B,B,A,B
South High School,RGPY275X1,11,Semester 1 Final,46,21,17,10,17,34,145,F,C,C,A,F,C
South High School,0Y24YU8GP,11,Semester 1 Final,14,15,14,16,16,19,94,B,C,B,A,B,A
South High School,D6BG970WO,11,Semester 1 Final,27,21,17,10,5,6,86,F,D,F,F,F,F
South High School,41SD4O5KT,11,Semester 1 Final,40,28,11,20,7,5,111,F,D,D,F,B,C
South High School,Z6W95J3XU,11,Semester 1 Final,23,31,41,16,15,13,139,A,D,B,D,D,C
South High School,5K0FK1JM1,11,Semester 1 Final,29,38,13,14,5,8,107,B,C,B,B,A,B
South High School,ON78WDX53,11,Semester 1 Final,35,35,40,34,40,36,220,C,C,C,C,F,C
South High School,ND18K76EU,11,Semester 1 Final,21,7,6,4,6,6,50,D,B,C,C,F,C
South High School,5ER8I65NJ,11,Semester 1 Final,32,30,4,11,29,16,122,D,F,C,D,C,C
South High School,14DXJDN72,11,Semester 1 Final,31,15,10,11,13,9,89,A,D,B,F,F,D
South High School,06VK37ZBS,11,Semester 1 Final,4,5,7,9,9,23,57,A,B,A,C,D,D
South High School,H3BY555HI,11,Semester 1 Final,3,5,5,6,7,7,33,B,F,B,D,D,B
South High School,X8Q74HIJ8,11,Semester 1 Final,6,4,7,7,5,10,39,A,B,A,A,C,B
South High School,9NV4YK09D,11,Semester 1 Final,14,15,18,14,14,15,90,A,C,C,C,C,C
South High School,5TTQM0X23,11,Semester 1 Final,73,32,32,22,7,23,189,F,D,F,D,B,F
South High School,9J03SF0QY,11,Semester 1 Final,70,34,27,29,40,44,244,F,F,D,F,F,D
South High School,6JN0GX6Z6,11,Semester 1 Final,22,5,6,3,15,23,74,A,A,A,A,A,B
South High School,3S02SZ9EK,11,Semester 1 Final,11,7,8,9,11,12,58,B,B,A,B,A,B
South High School,XFVR6N917,11,Semester 1 Final,1,4,3,1,2,5,16,A,A,C,B,C,B
South High School,9IALW462S,11,Semester 1 Final,18,30,19,22,23,20,132,A,A,A,A,A,A
South High School,7K0ZT52VV,11,Semester 1 Final,11,7,8,6,6,6,44,A,A,A,A,A,A
South High School,GUOD9265D,11,Semester 1 Final,43,21,19,15,21,18,137,D,D,B,C,B,D
South High School,16Q93RLAB,11,Semester 1 Final,24,18,18,6,6,37,109,F,C,C,,D,F
South High School,RA4D3Q70B,11,Semester 1 Final,14,14,17,16,32,14,107,B,B,A,,B,A
South High School,3AT9BH23X,11,Semester 1 Final,10,6,7,4,5,6,38,A,B,A,A,B,B
South High School,4F8QHD0E2,11,Semester 1 Final,5,6,6,9,11,8,45,C,C,A,C,F,B
South High School,C25HO0UC4,11,Semester 1 Final,14,16,15,15,14,25,99,A,A,A,A,A,A
South High School,VJ2812SGM,11,Semester 1 Final,78,63,49,37,43,42,312,F,C,F,A,F,C
South High School,W65PR4Q1B,11,Semester 1 Final,10,11,11,10,13,14,69,A,A,A,A,C,A
South High School,8QM1E71DL,11,Semester 1 Final,6,3,4,3,3,4,23,B,F,D,A,C,D
South High School,Z8J5A0AL6,11,Semester 1 Final,36,37,41,10,37,32,193,C,A,C,C,D,D
South High School,7TFYF443Z,11,Semester 1 Final,3,1,2,1,0,1,8,A,B,A,A,A,A
South High School,58RBFL17Z,11,Semester 1 Final,14,13,6,11,16,23,83,C,A,B,A,A,C
South High School,VHONN5658,11,Semester 1 Final,2,0,1,1,2,2,8,B,B,C,D,A,B
South High School,M6CP08IM5,11,Semester 1 Final,18,9,3,2,1,4,37,B,D,A,D,A,B
South High School,5YSE0BK27,11,Semester 1 Final,8,7,7,7,5,6,40,A,D,A,D,D,D
South High School,U2IKM793J,11,Semester 1 Final,24,24,26,23,21,19,137,D,C,D,D,A,D
South High School,SQW0Z01G0,11,Semester 1 Final,36,11,12,13,12,15,99,A,D,C,D,D,D
South High School,C60LPQW13,11,Semester 1 Final,8,3,18,9,10,7,55,B,A,B,B,B,A
South High School,WHH9338QS,11,Semester 1 Final,66,55,32,34,29,41,257,C,C,A,C,D,B
South High School,1VIA530YM,11,Semester 1 Final,28,23,17,38,16,25,147,C,D,C,D,A,C
South High School,Q351CR4GF,11,Semester 1 Final,50,42,26,29,28,26,201,F,F,D,C,B,D
South High School,34WCOK6L9,11,Semester 1 Final,16,11,9,15,8,20,79,B,A,D,B,A,B
South High School,D4ENH4D48,11,Semester 1 Final,4,5,5,6,6,10,36,F,A,B,A,A,F
South High School,J4X5UYN70,11,Semester 1 Final,6,2,2,5,4,6,25,C,A,B,D,C,C
South High School,3YJI99P2I,11,Semester 1 Final,29,24,24,22,25,25,149,D,C,B,D,D,D
South High School,2D6KWSH83,11,Semester 1 Final,37,36,38,40,32,34,217,C,F,F,D,D,C
South High School,GW28JW18U,11,Semester 1 Final,7,6,9,3,3,2,30,F,F,F,C,D,F
South High School,4YX5I7M3V,11,Semester 1 Final,57,39,33,27,31,27,214,F,F,D,F,B,A
South High School,0X2THCF51,11,Semester 1 Final,27,16,20,15,12,18,108,B,A,B,A,A,A
South High School,86PNNX52K,11,Semester 1 Final,11,15,13,14,17,15,85,B,A,A,A,A,A
South High School,D5EB522LC,11,Semester 1 Final,24,24,26,21,23,21,139,C,F,F,C,A,D
South High School,F92Y90LHS,11,Semester 1 Final,26,22,14,20,20,20,122,A,B,A,B,B,D
South High School,47FG80FVB,11,Semester 1 Final,3,0,3,2,8,4,20,D,B,C,B,C,C
South High School,784UNK8AP,11,Semester 1 Final,34,10,6,17,13,6,86,C,B,C,C,A,A
South High School,I97LG1X0I,11,Semester 1 Final,50,28,27,33,29,31,198,D,B,D,D,D,F
South High School,X0VLF13R7,11,Semester 1 Final,17,4,9,14,9,12,65,C,A,D,C,B,D
South High School,C1UYY039C,11,Semester 1 Final,63,27,20,19,0,38,167,F,B,C,C,A,C
South High School,EYF62G9Y3,11,Semester 1 Final,13,18,15,13,15,0,74,B,D,C,B,B,
South High School,RRL28Q2B9,11,Semester 1 Final,71,58,60,72,71,73,405,F,F,D,B,F,F
South High School,0MIN1M1E1,11,Semester 1 Final,3,2,2,2,2,2,13,B,A,,B,B,A
South High School,GQ802FSG5,11,Semester 1 Final,42,27,18,20,23,24,154,D,C,C,C,C,C
South High School,W50IBJC93,11,Semester 1 Final,6,5,3,3,5,4,26,D,C,A,D,C,D
South High School,M3U5BA3P1,11,Semester 1 Final,18,13,15,9,11,11,77,F,C,C,D,F,D
South High School,4RZZ68BR9,11,Semester 1 Final,20,24,23,33,25,51,176,A,A,A,B,A,C
South High School,7L9L3RRM3,11,Semester 1 Final,29,35,30,15,14,12,135,D,F,F,C,D,C
South High School,7XAIV624Z,11,Semester 1 Final,6,19,7,6,5,14,57,B,D,C,A,A,A
South High School,92UCBK34P,11,Semester 1 Final,24,10,10,9,11,6,70,B,D,C,C,A,A
South High School,4MI9C98IB,11,Semester 1 Final,44,28,23,23,36,29,183,C,F,D,F,F,F
South High School,2KM5O2N7M,11,Semester 1 Final,5,1,2,2,1,4,15,B,F,B,B,A,D
South High School,LLX860MG4,11,Semester 1 Final,21,19,20,10,18,16,104,C,C,F,D,F,D
South High School,L3LC2L19V,11,Semester 1 Final,17,17,23,10,24,23,114,D,D,A,A,F,C
South High School,SF7P74CE2,11,Semester 1 Final,6,5,6,4,7,7,35,C,B,A,C,B,C
South High School,57H6XU3LA,11,Semester 1 Final,16,5,6,9,7,21,64,B,A,B,A,C,C
South High School,YL3DA747D,11,Semester 1 Final,17,12,9,9,11,16,74,D,C,F,C,A,F
South High School,W7S4N67RV,11,Semester 1 Final,73,47,26,47,27,59,279,D,F,D,F,D,F
South High School,AJ6365FWL,11,Semester 1 Final,19,13,22,17,35,16,122,A,B,A,B,B,B
South High School,6H6J1K3DD,11,Semester 1 Final,8,8,7,7,7,5,42,B,A,A,A,A,A
South High School,4L2VEW7V6,11,Semester 1 Final,40,39,38,42,40,33,232,C,C,D,D,B,D
South High School,V90V1PNM9,11,Semester 1 Final,32,8,6,9,15,13,83,B,F,B,D,D,B
South High School,B5D3KX63H,11,Semester 1 Final,8,9,7,10,10,22,66,C,F,A,D,D,A
South High School,Z852UQTP6,11,Semester 1 Final,42,18,21,23,9,44,157,A,B,B,D,B,F
South High School,EW89DD4B4,11,Semester 1 Final,7,6,6,12,7,9,47,A,B,B,A,C,A
South High School,GKB8P31Q6,11,Semester 1 Final,45,16,13,14,15,5,108,A,A,B,B,C,B
South High School,2N58RAJ2Y,11,Semester 1 Final,4,5,3,3,3,4,22,D,C,,D,F,C
South High School,F8M0W4YV4,11,Semester 1 Final,8,8,8,7,12,13,56,C,A,A,B,B,A
South High School,X66M0Y3EZ,11,Semester 1 Final,24,12,13,11,11,9,80,A,,A,C,A,B
South High School,OZT536NN9,11,Semester 1 Final,7,14,5,8,6,8,48,F,A,D,F,B,D
South High School,27E0TIVC5,11,Semester 1 Final,9,11,9,10,10,11,60,C,D,D,B,D,D
South High School,UU5YK91V6,11,Semester 1 Final,11,7,6,7,8,11,50,A,A,A,B,A,A
South High School,4LNX775GE,11,Semester 1 Final,16,11,13,9,8,10,67,C,B,C,B,A,A
South High School,UMC04MK45,11,Semester 1 Final,16,11,12,13,17,20,89,B,A,C,C,D,F
South High School,NJTV1553O,11,Semester 1 Final,10,8,11,8,7,7,51,B,A,C,B,A,A
South High School,03EG3PEL6,11,Semester 1 Final,37,21,19,39,6,9,131,C,D,F,F,F,B
South High School,98OIN6H9K,11,Semester 1 Final,26,22,19,20,21,21,129,F,F,F,D,D,A
South High School,K190XO2HR,11,Semester 1 Final,37,32,15,37,17,19,157,C,D,C,C,C,B
South High School,6H3LKF7H8,11,Semester 1 Final,9,10,7,6,8,7,47,D,A,B,C,B,C
South High School,174FUPY2L,11,Semester 1 Final,36,17,20,16,18,15,122,F,C,C,F,A,D
South High School,WI231GY8L,11,Semester 1 Final,57,55,58,28,18,30,246,B,C,B,A,A,B
South High School,ZKY25H1E0,11,Semester 1 Final,5,4,5,7,9,10,40,B,C,C,B,A,F
South High School,1N852OPAJ,11,Semester 1 Final,7,8,5,10,12,9,51,B,A,A,B,A,C
South High School,F1V545BBQ,11,Semester 1 Final,11,6,32,7,26,6,88,D,A,C,B,D,A
South High School,JX591O1XD,11,Semester 1 Final,8,10,6,9,6,8,47,A,D,A,B,A,A
South High School,YI45O8W6F,11,Semester 1 Final,2,2,1,5,6,7,23,A,A,A,C,C,B
South High School,X9U5H76JR,11,Semester 1 Final,4,10,3,0,12,1,30,F,C,F,B,C,F
South High School,2T24DMS4E,11,Semester 1 Final,17,19,18,16,16,17,103,C,B,B,D,A,F
South High School,H07JVLF41,11,Semester 1 Final,4,4,16,4,3,5,36,A,C,D,C,A,B
South High School,LCRY6801W,11,Semester 1 Final,15,10,13,11,10,9,68,C,D,C,F,D,A
South High School,4GQ68TI6V,11,Semester 1 Final,2,1,4,4,1,2,14,A,A,A,A,A,A
South High School,581UCJN1W,11,Semester 1 Final,33,27,26,20,20,25,151,F,F,F,B,B,D
South High School,12VALQ13P,11,Semester 1 Final,17,5,7,6,9,6,50,A,C,C,D,B,B
South High School,BALP0776W,11,Semester 1 Final,29,33,32,31,34,37,196,A,A,D,A,C,B
South High School,KDYTR7542,11,Semester 1 Final,22,18,19,15,2,1,77,C,A,D,C,,
South High School,4Q22DY0II,11,Semester 1 Final,33,20,22,19,19,18,131,A,D,C,C,B,B
South High School,MC1JL5H21,11,Semester 1 Final,24,11,6,14,15,15,85,A,B,B,B,B,B
South High School,IB9WL41D3,11,Semester 1 Final,19,12,11,7,7,7,63,D,C,C,D,D,B
South High School,TC8DU56P1,11,Semester 1 Final,13,13,11,12,13,14,76,A,B,B,A,C,A
South High School,NE9EQ4B45,11,Semester 1 Final,62,7,10,10,13,17,119,F,D,D,D,D,A
South High School,T14RW59JP,11,Semester 1 Final,6,5,5,3,4,5,28,A,A,A,B,A,A
South High School,8QCUH90P6,11,Semester 1 Final,26,17,16,17,19,24,119,A,A,A,A,C,C
South High School,JFY9N02D7,11,Semester 1 Final,5,8,26,8,9,4,60,A,,A,A,A,A
South High School,V386DGXJ4,11,Semester 1 Final,26,15,18,16,16,22,113,C,B,A,B,B,B
South High School,ECVQC2169,11,Semester 1 Final,18,13,25,6,7,12,81,C,C,B,C,B,D
South High School,5O9HKV4O6,11,Semester 1 Final,7,14,15,15,15,15,81,C,B,C,A,B,A
South High School,8QU28T7GN,11,Semester 1 Final,10,7,6,13,8,11,55,C,B,C,A,C,B
South High School,816LHI4CI,11,Semester 1 Final,14,13,14,14,15,17,87,D,B,B,D,C,B
